id,INDICIO,TIPO DE INDICIO,COLOR,MARCA,TALLA,OBSERVACIONES,LINK FOTO
103,3C,PANTALON,NEGRO,CUIDADO CON EL PERRO,34,DE MEZCLILLA,https://drive.google.com/file/d/12E-wahvyAFuM9M4bm7Rw_GP7qEYCyzR3/view?usp=sharing
104,4C,PANTALON,AZUL,BOY LONDON,34,DE MEZCLILLA,https://drive.google.com/file/d/1rGkL_6xJ0MDIIDTEr6csvk-_K0oBiDSg/view?usp=sharing
105,5C,PANTALON,NEGRO,HANG TEN,28,DE MEZCLILLA,https://drive.google.com/file/d/1WgI74eCsINUIkFolA5wTKncZuV5Qy27j/view?usp=sharing
106,6C,PANTALON,GRIS,CUIDADO CON EL PERRO,29,DE MEZCLILLA,https://drive.google.com/file/d/1En0Ugrg4ZBlTZ7ET366Ez61ZksIQ5GEP/view?usp=sharing
107,7C,PANTALON,NEGRO,BARY URBAN,32,"DE MEZCLILLA, TIPO CARGO",https://drive.google.com/file/d/1kmmabqyzl2esxmM6iSmpHEwgK1EPvoe9/view?usp=sharing
108,8C,PANTALON,AZUL,QUARRY,30,DE MEZCLILLA,https://drive.google.com/file/d/1em2QU-XZlSwP49WdgziW_UtQl20P6jWC/view?usp=sharing
109,9C,PANTALON,AZUL,BLUE MAGIC,28,DE MEZCLILLA,https://drive.google.com/file/d/1cr77QOw6d2sQLQKkdZv7hzy1hcKf5AqY/view?usp=sharing
110,10C,PANTALON,AZUL,ALONSO JEANS,34,DE MEZCLILLA,https://drive.google.com/file/d/19ivFpW-UW2lgaMz4aQ-Gq31iCuLuJG-b/view?usp=sharing
111,11C,PANTALON,NEGRO,LEVIS,28,DE MEZCLILLA,https://drive.google.com/file/d/1BgM5xlAaf174wf2yIMVzs0HaVOSWUa9n/view?usp=sharing
112,12C,PANTALON,AZUL,CITRUS,34,DE MEZCLILLA,https://drive.google.com/file/d/10qU5Sjry-Apptk8skdHxSus9AkT6yvVt/view?usp=sharing
113,13C,PANTALON,AZUL,C&A,28,DE MEZCLILLA,https://drive.google.com/file/d/10qU5Sjry-Apptk8skdHxSus9AkT6yvVt/view?usp=sharing
114,14C,PANTALON,AZUL,SILVER JEANS,30,DE MEZCLILLA,https://drive.google.com/file/d/1PyqCo_tEX_wuvINAjNb7UYmY_30bke_R/view?usp=sharing
115,15C,PANTALON,NEGRO,FASHION RS,36,DE MEZCLILLA,https://drive.google.com/file/d/1gsqljvhF1EkMhPBldGtMlnLefAsLUifb/view?usp=sharing
116,16C,PANTALON,NEGRO,S/D,S/D,"TIPO CASUAL, DE DAMA",https://drive.google.com/file/d/1gsqljvhF1EkMhPBldGtMlnLefAsLUifb/view?usp=sharing
117,17C,PANTALON,AZUL,RVNG,32,DE MEZCLILLA,https://drive.google.com/file/d/1ejhwhttObtBLsJWRqLNuwX5A9w5ZJFTo/view?usp=sharing
118,18C,PANTALON,GRIS,LEWIS,31,DE MEZCLILLA,https://drive.google.com/file/d/17qIONhVHtlOnCXxMpbHWR6uigVWxiyYA/view?usp=sharing
119,19C,PANTALON,AZUL,CALVIN KLEIN,40,DE MEZCLILLA,https://drive.google.com/file/d/1gLzaD1664_xl6wpxqO8AgjQNrA8wLS8C/view?usp=sharing
120,20C,PANTALON,AZUL,EMR,28,DE MEZCLILLA,https://drive.google.com/file/d/15EiAGEs7huHs3WxPGVzVrEOiLdgEyArw/view?usp=sharing
121,21C,PANTALON,AZUL,LEVIS,28,DE MEZCLILLA,https://drive.google.com/file/d/1A8jATFocYd2I6hh9RieZtOTdtLPU_JBc/view?usp=sharing
122,22C,PANTALON,AZUL,S/D,16,DE MEZCLILLA CON RESORTE,https://drive.google.com/file/d/1Zun7BR1LF82CCSJfRMAcqZve7KrioJlm/view?usp=sharing
123,23C,PANTALON,NEGRO,FALLEN ANGEL,EXTRA GRANDE,TIPO PANTS CON LA LEYENDA 72,https://drive.google.com/file/d/1NRacpaQC9vyEdB5UvDcS7MD2TV5cV_Ct/view?usp=sharing
124,24C,PANTALON,AZUL,S/D,S/D,DE MEZCLILLA,https://drive.google.com/file/d/1NRacpaQC9vyEdB5UvDcS7MD2TV5cV_Ct/view?usp=sharing
125,25C,PANTALON,AZUL,AGORSS,9,DE MEZCLILLA,https://drive.google.com/file/d/1a2pxIXr5ECVwoJYoPLorftsCDU6No7cg/view?usp=sharing
126,26C,PANTALON,AZUL,WEATHERPROOF,MEDIANA,"DE MEZCLILLA, CON RESORTE",https://drive.google.com/file/d/1yERKsrOAxlXe2xX3BKyvYV9dwb_gpStz/view?usp=sharing
127,27C,PANTALON,AZUL,SIGAL JEANS,28,DE MEZCLILLA,https://drive.google.com/file/d/1Ejoj4B-NeZ0l0r5dbG9D4F6aaq-wQyky/view?usp=sharing
128,28C,PANTALON,NEGRO,STUNGAYS JEANS,S/D,DE MEZCLILLA,https://drive.google.com/file/d/13ZK-zMEtyHhA2z0er_uXtuO6PJX0etB9/view?usp=sharing
129,29C,PANTALON,AZUL,CUIDADO CON EL PERRO,32,DE MEZCLILLA,https://drive.google.com/file/d/1_itu0PiW6Bp0ZamCFXzI3g6aB9TwlVeH/view?usp=sharing
130,30C,PANTALON,AZUL,FULL & HUNTER,S/D,DE MEZCLILLA,https://drive.google.com/file/d/1CG5oXLScWVz2tkIo27Fjoo44tLg8EAm3/view?usp=sharing
131,31C,BERMUDA,AZUL,GLORIA VANDERBILLO,14,DE MEZCLILLA,https://drive.google.com/file/d/1tmk7prQuybA_2F9CGRRgE7_Uaf7ENP5h/view?usp=sharing
132,32C,PANTALON,AZUL,TROYAN,S/D,DE MEZCLILLA,https://drive.google.com/file/d/145gsFUSlUnWzYRhwL4Sv5YXwCNAo9B53/view?usp=sharing
133,33C,PANTALON,AZUL,INDIE CAMILA,3,DE MEZCLILLA,https://drive.google.com/file/d/18aNVq51ZQzAHTIp8lpLWEAY8I_4dQNCx/view?usp=sharing
134,34C,PANTALON,CAFE,S/D,S/D,"TIPO MALLA, CON ESTAMPADOS CON LA LEYENDA GOOD VIBES",https://drive.google.com/file/d/1zXk5CM-fqcRJbDKbAkiS70F6wO-evuPb/view?usp=sharing
135,35C,PANTALON,AZUL,FULL & HUNTER,S/D,DE MEZCLILLA,https://drive.google.com/file/d/1FTmAHjx_MCQUnQVaHiozCa-X54MxeTIw/view?usp=sharing
136,36C,PANTALON,AZUL,GOLDEN SPECIAL,GRANDE,DE MEZCLILLA,https://drive.google.com/file/d/1T_Hix5b5jQS8cz8v3UaQvzqDeyNQGFCS/view?usp=sharing
137,37C,PANTALON,AZUL,OGGI JEANS,36,DE MEZCLILLA,https://drive.google.com/file/d/12RHwa7XSQ2Ms7OU44qM3zx2Su0i61nuV/view?usp=sharing
138,38C,PANTALON,AZUL,VERTICHE,S/D,DE MEZCLILLA,https://drive.google.com/file/d/1q25TLqpxVFQO3Cn0WlT8PV1C8AbxvVzO/view?usp=sharing
139,39C,PANTALON,AZUL,AGORSS,9,DE MEZCLILLA,https://drive.google.com/file/d/1ChFNXoSQ41Nm55S78bSpRvZ5BQqGS_PV/view?usp=sharing
140,40C,PANTALON,GRIS,S/D,S/D,"TIPO PANTS, CON ESTAMPADO CON LA LEYENDA LOVE MY BODY",https://drive.google.com/file/d/1UWiWkSmMhMdFBSG6Tk0Tcs9fL-9VKgee/view?usp=sharing
141,41C,PANTALON,AZUL,ALCOTT JEANS,30,DE MEZCLILLA,https://drive.google.com/file/d/1qFkdy4RmmZbKdftOx3LL79o1e4gFA0G8/view?usp=sharing
142,42C,PANTALON,NEGRO,S/D,S/D,TIPO PANTS CON LA LEYENDA AL FRENTE LOMMY HILFI,https://drive.google.com/file/d/1s9c86F9Ku8xzqX9-WFnzX0zmhwVtT_eU/view?usp=sharing
143,43C,PANTALON,NEGRO,DKNY,S/D,"TIPO CASUAL, DE DAMA",https://drive.google.com/file/d/10aU1tEdm4Idsrotv1CryW9QGt1hu_4I0/view?usp=sharing
144,1D,CAMISA,"AZUL, BLANCO",OLD NAVY,CHICA,ESTAMPADO DE CUADROS ,https://drive.google.com/file/d/1hbtJc0lR0t_KcGW1_DIOr6jXCYw7uZXo/view?usp=sharing
145,2D,PLAYERA,BLANCO,NIKE,S/D,ESTAMPADO CON LEYENDA JUST DO ITAL FRENTE ,https://drive.google.com/file/d/121AyQe9TJBfusqfiYLDgJXXXnN_JwPep/view?usp=sharing
146,3D,PLAYERA,TINTO,S/D,S/D,TIPO POLO,https://drive.google.com/file/d/1n7-u3bVRhsdIcYuVPIHAdXX3IIuwsTo7/view?usp=sharing
147,4D,PLAYERA,GRIS,S/D,S/D,MANGA LARGA TIPO DEPORTIVA,https://drive.google.com/file/d/1OVLilmRqVhtHdW4fnnuvCjE7304KA8AK/view?usp=sharing
148,5D,PLAYERA,"BLANCO, AZUL",ADIDAS,S/D,MANGA LARGA TIPO DEPORTIVA,https://drive.google.com/file/d/15Phw6ldlxgq9BgDfrR-NWmcTVg46S3v6/view?usp=sharing
149,6D,PLAYERA,CAFE,S/D,S/D,TIPO POLO,https://drive.google.com/file/d/1WxJLEadQPYu8GNaNvL0nHgoPBtlxBx2E/view?usp=sharing
150,7D,PLAYERA,NEGRO,S/D,S/D,CON LA IMAGEN DE UNA CATRINA Y LA LEYENDA YONER ,https://drive.google.com/file/d/15xNGtGdBOs2qA62VAZZsQkjNeT2wYZFV/view?usp=sharing
151,8D,PLAYERA,AZUL ,POLO CLUB,MEDIANA,TIPO POLO CON VIVOS EN COLOR AZUL CLARO,https://drive.google.com/file/d/1eRM54X_Czkzpoepu8qptHw4oP1yDO6gd/view?usp=sharing
152,9D,BLUSA,NEGRO,S/D,S/D,MANGA LARGA ,https://drive.google.com/file/d/1bwbgDM20LL8O6evbpdvZn7LqwM8i_BYb/view?usp=sharing
153,10D,PLAYERA,NEGRO,GILDAN,GRANDE,CLEYENDA AL FRENTE DEKALB,https://drive.google.com/file/d/1YKv24FJ17BFr0oTqlyPKXOAEGcEs1gTY/view?usp=sharing
154,11D,PLAYERA,NEGRO,S/D,S/D,ESTAMPADO DE 3 VEHICULOS VW,https://drive.google.com/file/d/1cPuQkXXP-gcv1rhK0GhLZvQr07esNlxL/view?usp=sharing
155,12D,PLAYERA,NEGRO,JACKETS,MEDIANA,LEYENDA AL FRENTE BUER,https://drive.google.com/file/d/10ibgGUYb9MCVtuInSCZ6YcwwcmQTFWry/view?usp=sharing
156,13D,PLAYERA,AZUL,SHEIN,MEDIANA,SIN OBSERVACION ,https://drive.google.com/file/d/1_BqfOdiT-Zs5u6RSE0Nr0Lqs8HK9v-gu/view?usp=sharing
157,14D,PLAYERA,NEGRO,S/D,S/D,CON ESTAMPADO DE UN PERRO Y BILLETES DE DENOMINACION AMERICANA,https://drive.google.com/file/d/1Y5xKpwBVPh83WC7JcRiXJG-xfXVHApkm/view?usp=sharing
158,15D,PLAYERA,ROJO,PORT COMPANI,GRANDE,LEYENDA LADY LAKERS,https://drive.google.com/file/d/18oNC180bQTqKeMFXPQiy0V0lLmQY1CRo/view?usp=sharing
159,16D,PLAYERA,GRIS,S/D,S/D,MANGA LARGA,https://drive.google.com/file/d/1xrU_SmZ0cUXdGezLY4ORRxv_SakQaFmb/view?usp=sharing
160,17D,PLAYERA,BLANCO ,S/D,S/D,DE RESAQUE CON LA LEYENDA AL FRENTE  MARANTHA CHEERLEADER,https://drive.google.com/file/d/1OD5kzn43Mlg9b4rgXbW3Qm19xDKzgfVS/view?usp=sharing
161,18D,PLAYERA,"BLANCO, AZUL",S/D,S/D,TIPO DEPORTIVA CON ESTAMPADO AL FRENTE DE LA LETRA K ,https://drive.google.com/file/d/1v5GvhE7O2VJErIJh2TKIEhxa43Tx8pti/view?usp=sharing
162,19D,PLAYERA,"NEGRO, AMARILLO, BLANCO, CAFE, ROSA Y AZUL",IDZOW,S/D,ESTAMPADO CON FIGURAS DE ESFERAS,https://drive.google.com/file/d/1yu1lekX77GY9LNgeztKV-5irLD9n4K5m/view?usp=sharing
163,20D,CAMISA,"VERDE, AZUL",S/D,S/D,ESTAMPADO A CUADROS,https://drive.google.com/file/d/1qRAvPBN7hLtX7lkiw1sd1sReu_G-MfSd/view?usp=sharing
164,21D,PLAYERA,BLANCO,CUIDADO CON EL PERRO ,CHICA,SIN OBSERVACION ,https://drive.google.com/file/d/1In1egNpEOhFz-Cjaodq9vaRxLYPBM9F4/view?usp=sharing
165,22D,PLAYERA,NEGRO,NIKE,S/D,SIN OBSERVACION ,https://drive.google.com/file/d/1zvL7lrAFBdaX3ifERAkRSdTsAiD7OV-z/view?usp=sharing
166,23D,PLAYERA,BLANCO,NBA,S/D,LEYENDA AL FRENTE DE CHICAGO BULLS,https://drive.google.com/file/d/1gYwV0mEOYLSrDpnol5nLRD5YMxVCqdlk/view?usp=sharing
167,24D,PLAYERA,NEGRO,ALPINO,EXTRA GRANDE,TIPO DEPORTIVA ,https://drive.google.com/file/d/1pap0Kb0uhB2inwL0_hTHWXFquaay0pyR/view?usp=sharing
168,25D,PLAYERA,AZUL ,S/D,S/D,SIN OBSERVACION ,https://drive.google.com/file/d/1Y2reG1Oz7IZ10e3jXlS2KNqAdKMbthaL/view?usp=sharing
169,26D,PLAYERA,TINTO,S/D,S/D,MANGA LARGA CON LEYENDA AL FRENTE NEW YORK STATE,https://drive.google.com/file/d/1ptLqn5xcu9Ngvsp2BT--o_P1e9XlO3PA/view?usp=sharing
170,27D,PLAYERA,NEGRO,S/D,S/D,TIPO POLO,https://drive.google.com/file/d/1z_20XrD1UT_TkKI47QMhPgk1IujMYYW7/view?usp=sharing
171,28D,PLAYERA,NEGRO,NO PROBLEM,S/D,ESTAMPADO AL FRENTE DE UN RESTRO,https://drive.google.com/file/d/1rMMfeIDiONw7apwFAf7lpSfrQvJdixj8/view?usp=sharing
172,29D,CAMISA,"ROJO, NEGRO",STAPLE,EXTRA GRANDE,SIN OBSERVACION ,https://drive.google.com/file/d/1TDr57ECTIS7xwfsCia0S0oFi5AUkpT7K/view?usp=sharing
173,30D,PLAYERA,"BLANCO, NARANJA, VERDE, NEGRO",S/D,S/D,TIPO DEPORTIVA CON LEYENDA AL FRENTE SECCION SNTE 42,https://drive.google.com/file/d/11s7OORJkrzSGW7YxrXacjXOBW4_351qD/view?usp=sharing
174,31D,PLAYERA,"ROJO, AZUL",AEROPOSTALE,GRANDE,SIN OBSERVACION ,https://drive.google.com/file/d/1ZtqFKtlRKZ8AerZ9xFBVKEjb_bX0UN90/view?usp=sharing
175,32D,BLUSA,CAFE,D´RIVER,S/D,MANGA LARGA DE DAMA,https://drive.google.com/file/d/11OE5O0c7DBzITBol9mHbxjgu-XLKr0Zh/view?usp=sharing
176,33D,PLAYERA,NEGRO ,YAZBEK,GRANDE,SIN OBSERVACION ,https://drive.google.com/file/d/1GusFa7On0kFXctCR2NxYe0cnbyO6TJr-/view?usp=sharing
177,34D,PLAYERA,"AZUL, BLANCO",TOMMY HILFIGER,S/D,SIN OBSERVACION ,https://drive.google.com/file/d/1nHDHwg1eQ_hw_62m_8OBcnbmdzQpC1VB/view?usp=sharing
178,35D,PLAYERA,NEGRO,FRUIT LOOM,EXTRA GRANDE,CON LA LEYENDA AL FRENTE THUMBS UP,https://drive.google.com/file/d/1ryBWpFV4mNUIvoWUGYVXnynk_jjLnO07/view?usp=sharing
179,36D,PLAYERA,"BLANCO, AMARILLO",S/D,S/D,TIPO POLO CON LA LEYENDA LAFO IZQUIERDO AGIP NOVENENTO ,https://drive.google.com/file/d/1v6UAlRcyQVbniOd4BXu6d3lUyvR1BOyg/view?usp=sharing
180,37D,CAMISA,AZUL,S/D,MEDIANA,ESTAMPADO A CUADROS,https://drive.google.com/file/d/10HhGcIfxSQmjgIW-NApYSXvl2FZHydSv/view?usp=sharing
181,38D,PLAYERA,AZUL,CHAMPION,S/D,LEYENDA AL FRENTE CHAMPION,https://drive.google.com/file/d/1FVfqc2qSzfC33-WpYmuZmS0e4H2kSC8_/view?usp=sharing
182,39D,PLAYERA,"GRIS, BLANCO",S/D,S/D,TIPO DEPORTIVA CON LA LEYENDA A LA IZQUIERDA LA,https://drive.google.com/file/d/1oq9JEs3Vx_3EvBYuWSaXQIrcJqGQRSgt/view?usp=sharing
183,40D,PLAYERA,AZUL,STARTER,CHICA,SIN OBSERVACION ,https://drive.google.com/file/d/1rbNSzFo0XbMoqHFnengVtEV1jvE58D_q/view?usp=sharing
184,41D,PLAYERA,NEGRO,CUIDADO CON EL PERRO ,CHICA,SIN OBSERVACION ,https://drive.google.com/file/d/19tR-a9gnga2u7_0WVRvzwYD20HwvQKdq/view?usp=sharing
185,42D,PLAYERA,AMARILLO MOSTAZA,CAROLINA HERRERA,EXTRA GRANDE,TIPO POLO,https://drive.google.com/file/d/1ktTMQoekGaGC3pLai_2vy8Cz5RCsdpZJ/view?usp=sharing
186,43D,PLAYERA,"BLANCO, AZUL Y GRIS",WE,S/D,TIPO POLO CON FRANJAS AZUL Y GRIS,https://drive.google.com/file/d/1s8NJ2BLjuHpuLguTVMcaqn78NAyHG53Z/view?usp=sharing
187,44D,PLAYERA,NEGRO,CUIDADO CON EL PERRO ,S/D,SIN OBSERVACION ,https://drive.google.com/file/d/1jpDqa69vamBDMqtTaphKUWfRPPcWH0GU/view?usp=sharing
188,45D,PLAYERA,AZUL,POLO CLUB,S/D,MANGA LARGA,https://drive.google.com/file/d/1DVDl020CC25pDhCSfAMNOqXtkKb7HN5U/view?usp=sharing
189,46D,PLAYERA,"GRIS, AZUL",S/D,S/D,TIPO DEPORTIVA CON LA IMAGEN DE UN PERRO Y LA LEYENDA HOYAS AL FRENTE,https://drive.google.com/file/d/1np2ScHx-gc0co4U_XVHQTBwHqAmo3P9V/view?usp=sharing
190,47D,PLAYERA,ROJO,S/D,S/D,TIPO DEPORTIVA MANGA LARGA,https://drive.google.com/file/d/1lfwE6zLiYrRxC6TMdNvw4NlbZvvTH6jA/view?usp=sharing
191,48D,PLAYERA,NEGRO,URBAN,MEDIANA,SIN OBSERVACION ,https://drive.google.com/file/d/1B45kn9NloYn49mygBkkDJtGF76tQOJtH/view?usp=sharing
192,49D,PLAYERA,AMARILLO ,OPTIMA,MEDIANA,SIN OBSERVACION ,https://drive.google.com/file/d/1b8NECRpOMypRbXkQTnxcMY9K0EUISqQX/view?usp=sharing
193,50D,PLAYERA,ROJO,AEROPOSTALE,EXTRA GRANDE,CON LA LEYENDA AERO 1997 NYC AL FRENTE,https://drive.google.com/file/d/1PamJBYbxMho4NiUdT3YxWLWWv1ICczSD/view?usp=sharing
194,1E,PLAYERA,AZUL MARINO,S/D,S/D,TIPO DEPORTIVA CON LA LEYENDA AL FRENTE POSTERIOR DEL NUMERO 21 Y ELLIOT,https://drive.google.com/file/d/1pzCMbXZ18f5o8SfAQWSHWA-duFFZyu7Y/view?usp=sharing
195,2E,PLAYERA,NEGRO,ADIDAS,S/D,TIPO DEPORTIVA CON LEYENDA ADIDAS,https://drive.google.com/file/d/1YDHHGJOsh31-nosOMHJ-833sqetUBCv7/view?usp=sharing
196,3E,PLAYERA,"NEGRO, GRIS",TEAK GEAR,EXTRA GRANDE,TIPO POLO,https://drive.google.com/file/d/1gXIawQI5aIdz-la7n2Je9jI1yGdfhl_d/view?usp=sharing
197,4E,CAMISA,AZUL,AMERICAN EAGLE,MEDIANA,MANGA CORTA,https://drive.google.com/file/d/1lZ5029gPEqsvmOxvmiGV3oCDMQ53ZeXE/view?usp=sharing
198,5E,PLAYERA,AMARILLO MOSTAZA,LACOSTE,EXTRA GRANDE,TIPO POLO,https://drive.google.com/file/d/1-EkYTW8GE5vKLmU5L675Wzo3xeS1Nxlo/view?usp=sharing
199,6E,PLAYERA,NEGRO,S/D,S/D,SIN OBSERVACION ,https://drive.google.com/file/d/1pIlkhCunuG2K9FdTiPVHRnrNgTVaCDcY/view?usp=sharing
200,7E,PLAYERA,"GRIS, AZUL",MAJESTIC,MEDIANA,CON LA LEYENDA SEATTLE SEAHAWKS,https://drive.google.com/file/d/1YFBgNiQJFOXFBb1Y5GX-gmTg4hIK8Q0c/view?usp=sharing
201,8E,PLAYERA,VERDE,CUIDADO CON EL PERRO ,CHICA,SIN OBSERVACION ,https://drive.google.com/file/d/1eRM54X_Czkzpoepu8qptHw4oP1yDO6gd/view?usp=sharing
202,9E,PLAYERA,AZUL,S/D,S/D,CON LA LEYENDA AL FRENTE DE AIR Y LA PALIMA DE NIKE,https://drive.google.com/file/d/1mAxn9GUWwmRXjRvYmcVZkSTuPFs_fVtU/view?usp=sharing
203,10E,PLAYERA,GRIS,MARIOS,GRANDE,CON EL LOGOTIPO DEL TECNOLOGICO DE MONTERREY Y LA LEYENDA DE BORREGOS SALVAJES SIN MANGA,https://drive.google.com/file/d/1Rztth5uyDZokliS7uhBrVankxLf3ARC9/view?usp=sharing
204,11E,PLAYERA,"AZUL ACUA, BLANCO",RALPF LAUREN,GRANDE,TIPO POLO CON FLANJAS BLANCAS,https://drive.google.com/file/d/1SAi0GdOxqIjZTV4159QH-ob_aPrUeHuX/view?usp=sharing
205,12E,PLAYERA,BLANCO,YAZBEK,GRANDE,MANGA LARGA,https://drive.google.com/file/d/1TS3xQ2kIc-IgaXEQ1PoU9s7jJMCci1KM/view?usp=sharing
206,13E,PLAYERA,TINTO,S/D,S/D,TIPO POLO CON LOGOTIPO DE MARCA ADIDAS AL FRENTE,https://drive.google.com/file/d/1o41aIH0siXgCziMGbZrgocEE0zkNIs32/view?usp=sharing
207,14E,PLAYERA,"COLOR SALMON, AZUL",STJOHN BAY,CHICA,ESTAMPADO HORIZONTAL DE RAYAS,https://drive.google.com/file/d/1IX1rrlsuSaBQ65mNit1ikf2XkDTg0glL/view?usp=sharing
208,15E,PLAYERA,BLANCO,CUIDADO CON EL PERRO ,CHICA,TIPO POLO,https://drive.google.com/file/d/18aQXax5hF6pJNgNI2scgbb-OyYcJUWxI/view?usp=sharing
209,16E,PLAYERA,GRIS,S/D,S/D,SIN OBSERVACIONES,https://drive.google.com/open?id=1d-ubdtIDxOY93Zhvve_JPZINMk_B5biq&usp=drive_copy
210,17E,PLAYERA,ROJO,ARIZONA,MEDIANA,TIPO POLO,https://drive.google.com/open?id=1JNCl3J4hSTyj7DPD53mHsXPY5W_N9YtP&usp=drive_copy
211,18E,PLAYERA,GRIS,S/D,CHICA,CON LA LEYENDA HAWS SOCCORS,https://drive.google.com/open?id=1vkOAqbIltaFFhjOY_BqcADzem4Pev2D8&usp=drive_copy
212,19E,PLAYERA,GRIS,S/D,S/D,CON LA LEYENDA TOMMY JEANS AL FRENTE,https://drive.google.com/open?id=1ilKYZLSO3MZA3xpya4xoHuXoeJqFuhRQ&usp=drive_copy
213,20E,PLAYERA,NEGRO,S/D,S/D,CON LA LEYENDA DEL LADO IZQUIERDO EAGLES,https://drive.google.com/open?id=1ld_nn0prI2hJeHUTy2KoVgVARiLA4EsV&usp=drive_copy
214,21E,PLAYERA,"NEGRO, BLANCO",CUIDADO CON EL PERRO ,MEDIANA,CON ESTAMPADO DE UN PUMA DEL LAZO IZQUIERO Y RAYAS COLOR BLANCO,https://drive.google.com/open?id=1AY-ObyxOS-SruDrO73OdCD8UJn22plXb&usp=drive_copy
215,22E,PLAYERA,AZUL,REFIL,CHICA,SIN OBSERVACION,https://drive.google.com/open?id=1XTMLiv6mgrXY1vSxkQCu9gjkeqkXsc0d&usp=drive_copy
216,23E,PLAYERA,"GRIS, ROJO",BOSS,MEDIANA,TIPO POLO CON VIVOS EN COLOR ROJO EN CUELLO Y MANGAS,https://drive.google.com/open?id=1aBIKya4RDb5HBmcIcmRCLMpZfRvSsjNI&usp=drive_copy
217,24E,PLAYERA,BLANCO,POLO RALF LAUREN,CHICA,CON LA LEYENDA POLO AL FRENTE,https://drive.google.com/open?id=1ZMCwdgLic86qC0OOHMqGYmSw5_HlO1u5&usp=drive_copy
218,25E,PLAYERA,VERDE,S/D,S/D,MANGA LARGA CON LA IMAGEN DE UN PUMA AL FRENTE,https://drive.google.com/open?id=1G0UkKAuF5TlPnmAdFP5OWZxCI6sxy_-C&usp=drive_copy
219,26E,PLAYERA,BLANCO,C&A,CHICA,TIPO POLO,https://drive.google.com/open?id=15-1aZYOLZgYtdy6nGmlDHnoX6ASdT60P&usp=drive_copy
220,27E,PLAYERA,ROJO,GILDAN,CHICA,CON LA IMAGEN DE UN PAYASO EL NUMERO 50,https://drive.google.com/open?id=1Py1C-21XjwzRxZB-41l4UmiHaHPjqA29&usp=drive_copy
221,28E,PLAYERA,BLANCO,SHEIN,CHICA,CON LA LEYENDA CHICAGO 32,https://drive.google.com/open?id=1KPLxlQTR9teGSIXo6Ex3hDFkcz8MiXHL&usp=drive_copy
222,29E,PLAYERA,"AZUL, GRIS",CLAVIN CLAIN,MEDIANA,CON LA LEYENDA CALVIN DEL LADO IZQUIERDO,https://drive.google.com/open?id=1bRaszSjL2i2GW93OJc_uk_YP7i_-olWz&usp=drive_copy
223,30E,PLAYERA,AZUL,S/D,S/D,CON LA LEYENDA TEAM,https://drive.google.com/open?id=1VJI6dIE0YC7_H64sUjbeaMLPMBUSjUtl&usp=drive_copy
224,31E,PLAYERA,BLANCO,S/D,S/D,CON LA IMAGEN DE UNA ARAÑA EN COLOR NEGRO AL FRENTE,https://drive.google.com/open?id=1Tr-1lwkZbP_sMgUlKjSvIg2pWISUdQuo&usp=drive_copy
225,32E,CAMISA,AZUL,WEEKND,CHICA,SIN OBSERVACIONES,https://drive.google.com/open?id=1plECCGd_4jFLtY-PXWAkFtA22JH_ksZX&usp=drive_copy
226,33E,PLAYERA,NEGRO,AK47,S/D,CON LA IMAGEN DE UN PATO CON SOMBRERO,https://drive.google.com/open?id=16Q3z0M7a-lALSoMgiiD1YvxMbaumpADq&usp=drive_copy
227,34E,PLAYERA,NEGRO,S/D,S/D,SIN OBSERVACIONES,https://drive.google.com/open?id=1FGbq_jAXlB-B4rhK5HUr98_i7WO-EZEu&usp=drive_copy
228,35E,PLAYERA,BLANCO,S/D,S/D,CON LA IMAGEN DE UN BILLETE Y UNA CALAVERA AL FRENTE,https://drive.google.com/open?id=1zlWk_Ayrnv1DJ9n6uFF3fyvDhTGPI4MG&usp=drive_copy
229,36E,PLAYERA,VERDE,S/D,S/D,MANGA LARGA,https://drive.google.com/open?id=1zdmgTqVRJiyBDRnoVH1O3Pneiy0ntC5j&usp=drive_copy
230,37E,PLAYERA,BLANCO,LPL,CHICA,SIN OBSERVACION,https://drive.google.com/open?id=1cITr8Boxwz5BXqeUgZIVRlL8JdH68KkJ&usp=drive_copy
231,38E,PLAYERA,AZUL,S/D,S/D,CON LA LEYENDA PSYCHOBUNNY Y UNA IMAGEN DE UN CONEJO AL FRENTE,https://drive.google.com/open?id=1VwkoY6RildLaSx7VNCSkgYqi-MeIXV8d&usp=drive_copy
232,39E,PLAYERA,NEGRO,CALVIN CLAIN,MEDIANA,CON LA LEYENDA CALVIN CLAIN JENS AL FRENTE,https://drive.google.com/open?id=1sqYVNpxn_njGCE6NDbk-6Cb5_Kj3ZCo7&usp=drive_copy
233,40E,PLAYERA,NEGRO,S/D,S/D,CON LA LEYENDA FRENCH CLUB DEL LADO IZQUIERDO,https://drive.google.com/open?id=111lUtz0lI6Z-gR3FE1URGeOcyAijf38a&usp=drive_copy
234,41E,PLAYERA,BLANCO,PUMA,CHICA,TIPO POLO,https://drive.google.com/open?id=1oEcD4JlhO35pR50TPXRxC0oR0m1PMKGZ&usp=drive_copy
235,42E,PLAYERA,AZUL,S/D,S/D,MANGA LARGA CON LA LEYENDA PESCA AZTECA DEL LADO IZQUIERDO,https://drive.google.com/open?id=1ICIks6R_NyUzlqYI9oH9G6LBzZdvyCdt&usp=drive_copy
